"Noncode_id","Lncbook_id","UID","target","gene_name","ensembl_id","num_id","PMID","NCBI_id","reason_summary","Organism","Alias","chr","start","end","strand","cancer_related","disease_related","vivo","vitro"
"NONHSAG079300.1","HSALNG0021079","ELH001511","N.A.","N.A.","N.A.","1322",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","189852771","189879675","-","0","1","0","0"
"NONHSAG079301.1","HSALNG0021081","ELH001513","N.A.","N.A.","N.A.","1323",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","189863659","189869815","-","0","1","0","0"
"NONHSAG110425.1","HSALNG0021618","ELH001519","N.A.","N.A.","ENSG00000273456.1","1324",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","202371614","202376947","-","0","1","0","0"
"NONHSAG078096.1","HSALNG0021620","ELH001522","N.A.","N.A.","N.A.","1325",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","202451765","202475917","+","0","1","0","0"
"N.A.","HSALNG0021624","ELH001523","N.A.","N.A.","N.A.","1326",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","202521213","202551118","-","0","1","0","0"
"NONHSAG079342.1","HSALNG0021625","ELH001524","N.A.","N.A.","N.A.","1327",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","202527357","202533730","-","0","1","0","0"
"NONHSAG078097.1","HSALNG0021626","ELH001525","N.A.","N.A.","N.A.","1328",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","202551872","202565848","+","0","1","0","0"
"NONHSAG078112.1","HSALNG0021783","ELH001528","N.A.","N.A.","N.A.","1329",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","206121314","206123338","+","0","1","0","0"
"NONHSAG079358.1","HSALNG0021784","ELH001529","N.A.","N.A.","N.A.","1330",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","206121763","206127377","-","0","1","0","0"
"NONHSAG030440.3","HSALNG0022054","ELH001532","N.A.","SNHG31","ENSG00000229267.3","1331",,"101928103","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","214809183","215085488","+","0","1","0","0"
"NONHSAG078178.1","HSALNG0022376","ELH001537","N.A.","N.A.","N.A.","1332",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","219395231","219422930","+","0","1","0","0"
"NONHSAG030583.2","HSALNG0022378","ELH001539","N.A.","N.A.","N.A.","1333",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","219421436","219426734","+","0","1","0","0"
"N.A.","HSALNG0022515","ELH001542","N.A.","N.A.","N.A.","1334",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","222155233","222259924","+","0","1","0","0"
"NONHSAG030739.3","HSALNG0022875","ELH001544","N.A.","N.A.","ENSG00000235419.5","1335",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr2","230443107","230580006","-","0","1","0","0"
"N.A.","HSALNG0024085","ELH001792","N.A.","N.A.","N.A.","1336",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","10042614","10048059","+","0","1","0","0"
"N.A.","HSALNG0024087","ELH001793","N.A.","N.A.","N.A.","1337",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","10081320","10108223","-","0","1","0","0"
"NONHSAG085333.1","HSALNG0024091","ELH001797","N.A.","N.A.","ENSG00000287086.1","1338",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","10148326","10153664","-","0","1","0","0"
"NONHSAG085347.1","HSALNG0024214","ELH001813","N.A.","N.A.","N.A.","1339",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","12430223","12438733","-","0","1","0","0"
"N.A.","HSALNG0024317","ELH001827","N.A.","N.A.","N.A.","1340",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","14141443","14144509","-","0","1","0","0"
"NONHSAG034492.3","HSALNG0024318","ELH001829","N.A.","N.A.","ENSG00000228242.6","1341",,"107986063","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","14144637","14165978","+","0","1","0","0"
"NONHSAG111452.1","HSALNG0024918","ELH001868","N.A.","N.A.","N.A.","1342",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","30603886","30606564","-","0","1","0","0"
"NONHSAG084533.1","HSALNG0024921","ELH001874","N.A.","N.A.","N.A.","1343",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","30670453","30674301","+","0","1","0","0"
"N.A.","HSALNG0025161","ELH001877","N.A.","N.A.","N.A.","1344",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","37011419","37046645","+","0","1","0","0"
"NONHSAG034846.2","HSALNG0025384","ELH001880","N.A.","N.A.","N.A.","1345",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","41239184","41240443","+","0","1","0","0"
"NONHSAG111489.1","HSALNG0025908","ELH001884","N.A.","N.A.","N.A.","1346",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","49095933","49098959","-","0","1","0","0"
"N.A.","HSALNG0025942","ELH001885","N.A.","N.A.","N.A.","1347",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","49416834","49422172","-","0","1","0","0"
"NONHSAG035096.2","HSALNG0025982","ELH001886","N.A.","N.A.","ENSG00000228008.1","1348",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","49899145","49925038","+","0","1","0","0"
"N.A.","HSALNG0026147","ELH001889","N.A.","N.A.","N.A.","1349",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","52407179","52408047","-","0","1","0","0"
"N.A.","HSALNG0026148","ELH001890","N.A.","N.A.","N.A.","1350",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","52408688","52409676","+","0","1","0","0"
"N.A.","HSALNG0026167","ELH001891","N.A.","N.A.","N.A.","1351",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","52536628","52579104","+","0","1","0","0"
"N.A.","HSALNG0026384","ELH001895","N.A.","N.A.","N.A.","1352",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","57902659","57920752","-","0","1","0","0"
"NONHSAG035287.2","HSALNG0026453","ELH001896","N.A.","N.A.","ENSG00000243295.2","1353",,"105377110","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","59050164","59882128","+","0","1","0","0"
"NONHSAG085571.1","HSALNG0026690","ELH001900","N.A.","N.A.","N.A.","1354",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","69000976","69004709","-","0","1","0","0"
"N.A.","HSALNG0026713","ELH001902","N.A.","N.A.","N.A.","1355",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","69859187","69888634","-","0","1","0","0"
"NONHSAG035456.3","HSALNG0026932","ELH001903","N.A.","LINC00960","ENSG00000242516.2","1356",,"401074","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","75672100","75742048","+","0","1","0","0"
"NONHSAG111275.1","HSALNG0027090","ELH001905","N.A.","N.A.","N.A.","1357",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","81761307","81761666","+","0","1","0","0"
"N.A.","HSALNG0027335","ELH001909","N.A.","N.A.","N.A.","1358",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","93997253","94003967","+","0","1","0","0"
"N.A.","HSALNG0028306","ELH001801","N.A.","N.A.","N.A.","1359",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","119402311","119418215","-","0","1","0","0"
"N.A.","HSALNG0028322","ELH001802","N.A.","N.A.","N.A.","1360",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","119498532","119517315","+","0","1","0","0"
"NONHSAG085708.2","HSALNG0028482","ELH001803","N.A.","N.A.","N.A.","1361",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","122254321","122306508","-","0","1","0","0"
"NONHSAG035914.3","HSALNG0028546","ELH001804","N.A.","MYLK-AS1","ENSG00000239523.6","1362",,"100506826","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","123584697","123659511","+","0","1","0","0"
"NONHSAG035919.2","HSALNG0028550","ELH001807","N.A.","MYLK-AS2","ENSG00000250174.5","1363",,"100873940","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","123688623","123718005","+","0","1","0","0"
"N.A.","HSALNG0028551","ELH001810","N.A.","N.A.","N.A.","1364",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","123733044","123737047","+","0","1","0","0"
"N.A.","HSALNG0028792","ELH001816","N.A.","N.A.","N.A.","1365",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","128394566","128411744","-","0","1","0","0"
"NONHSAG084937.2","HSALNG0028800","ELH001818","N.A.","GATA2-AS1","ENSG00000244300.3","1366",,"101927167","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","128488630","128541828","+","0","1","0","0"
"NONHSAG036115.2","HSALNG0029035","ELH001821","N.A.","NPHP3-AS1","ENSG00000248724.6","1367",,"348808","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","132721750","132874660","+","0","1","0","0"
"NONHSAG111598.1","HSALNG0029176","ELH001825","N.A.","N.A.","N.A.","1368",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","136249754","136250543","-","0","1","0","0"
"NONHSAG084979.1","HSALNG0029178","ELH001826","N.A.","N.A.","N.A.","1369",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","136327618","136330169","+","0","1","0","0"
"NONHSAG085011.1","HSALNG0029448","ELH001832","N.A.","N.A.","N.A.","1370",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","142447861","142462090","+","0","1","0","0"
"NONHSAG036263.2","HSALNG0029451","ELH001833","N.A.","N.A.","ENSG00000244327.1","1371",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","142465315","142472337","-","0","1","0","0"
"N.A.","HSALNG0029454","ELH001834","N.A.","N.A.","N.A.","1372",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","142476827","142493176","+","0","1","0","0"
"NONHSAG036612.2","HSALNG0030575","ELH001843","N.A.","N.A.","N.A.","1373",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","169477719","169663649","-","0","1","0","0"
"NONHSAG087056.2","HSALNG0030661","ELH001845","N.A.","N.A.","ENSG00000286856.1","1374",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","170908744","171206327","+","0","1","0","0"
"NONHSAG085975.2","HSALNG0031198","ELH001850","N.A.","N.A.","ENSG00000272721.5","1375",,"105374249","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","184074024","184217361","-","0","1","0","0"
"N.A.","HSALNG0031521","ELH001855","N.A.","N.A.","N.A.","1376",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr3","189846174","189869492","-","0","1","0","0"
"N.A.","HSALNG0032602","ELH001965","N.A.","N.A.","N.A.","1377",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","5562563","5568483","-","0","1","0","0"
"N.A.","HSALNG0033040","ELH001930","N.A.","C1QTNF7-AS1","ENSG00000249252.5","1378",,"101929095","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","15004844","15545695","-","0","1","0","0"
"NONHSAG037559.2","HSALNG0033091","ELH001936","N.A.","N.A.","ENSG00000249234.1","1379",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","16178939","16186814","+","0","1","0","0"
"NONHSAG112033.1","HSALNG0033474","ELH001950","N.A.","N.A.","N.A.","1380",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","26315313","26320900","-","0","1","0","0"
"N.A.","HSALNG0033475","ELH001951","N.A.","N.A.","N.A.","1381",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","26357526","26399697","-","0","1","0","0"
"NONHSAG037827.2","HSALNG0034066","ELH001955","N.A.","PHOX2B-AS1","ENSG00000250467.1","1382",,"105374425","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","41746303","41855261","+","0","1","0","0"
"NONHSAG037891.2","HSALNG0034261","ELH001959","N.A.","N.A.","N.A.","1383",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","47913806","48014696","+","0","1","0","0"
"NONHSAG037946.2","HSALNG0034438","ELH001961","N.A.","LNX1-AS1","ENSG00000250930.5","1384",,"100873939","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","53496325","53549905","+","0","1","0","0"
"NONHSAG087563.1","HSALNG0034470","ELH001963","N.A.","N.A.","N.A.","1385",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","54230137","54261260","+","0","1","0","0"
"N.A.","HSALNG0034490","ELH001964","N.A.","N.A.","N.A.","1386",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","54733334","54753412","-","0","1","0","0"
"NONHSAG038060.2","HSALNG0034789","ELH001969","N.A.","N.A.","N.A.","1387",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","64276473","64309931","-","0","1","0","0"
"N.A.","HSALNG0035394","ELH001976","N.A.","N.A.","N.A.","1388",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","78510483","78511369","-","0","1","0","0"
"NONHSAG038343.2","HSALNG0035589","ELH001977","N.A.","N.A.","N.A.","1389",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","83468752","83470462","+","0","1","0","0"
"NONHSAG088421.1","HSALNG0035744","ELH001979","N.A.","N.A.","N.A.","1390",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","88262036","88265054","-","0","1","0","0"
"NONHSAG038397.2","HSALNG0035746","ELH001980","N.A.","N.A.","N.A.","1391",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","88268740","88284694","-","0","1","0","0"
"N.A.","HSALNG0035772","ELH001981","N.A.","N.A.","N.A.","1392",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","88757853","88787748","+","0","1","0","0"
"N.A.","HSALNG0036166","ELH001914","N.A.","TET2-AS1","ENSG00000251586.1","1393",,"104384744","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","105168197","105352986","-","0","1","0","0"
"N.A.","HSALNG0036347","ELH001916","N.A.","N.A.","N.A.","1394",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","109912891","109922243","+","0","1","0","0"
"NONHSAG038676.2","HSALNG0036491","ELH001920","N.A.","ANK2-AS1","ENSG00000249373.2","1395",,"105377373","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","112973272","113072410","-","0","1","0","0"
"NONHSAG038682.2","HSALNG0036497","ELH001923","N.A.","N.A.","N.A.","1396",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","113373360","113381516","+","0","1","0","0"
"NONHSAG088493.1","HSALNG0036850","ELH001924","N.A.","N.A.","N.A.","1397",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","122349855","122362199","-","0","1","0","0"
"N.A.","HSALNG0037665","ELH001927","N.A.","N.A.","ENSG00000248356.1","1398",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","145642248","145650624","-","0","1","0","0"
"NONHSAG088593.1","HSALNG0037853","ELH001932","N.A.","N.A.","N.A.","1399",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","151256005","151325320","-","0","1","0","0"
"NONHSAG039147.3","HSALNG0037967","ELH001934","N.A.","N.A.","ENSG00000249309.1","1400",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","153683139","153750975","+","0","1","0","0"
"N.A.","HSALNG0038116","ELH001935","N.A.","N.A.","N.A.","1401",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","157298734","157349910","-","0","1","0","0"
"NONHSAG039293.2","HSALNG0038442","ELH001939","N.A.","N.A.","ENSG00000249609.1","1402",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","168828108","168913969","-","0","1","0","0"
"N.A.","HSALNG0038445","ELH001940","N.A.","N.A.","N.A.","1403",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","168851580","168917930","-","0","1","0","0"
"N.A.","HSALNG0038448","ELH001942","N.A.","N.A.","N.A.","1404",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr4","168895178","168928417","+","0","1","0","0"
"NONHSAG039620.3","HSALNG0039429","ELH002057","N.A.","N.A.","ENSG00000248925.1","1405",,"102467073","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","254374","271628","-","0","1","0","0"
"NONHSAG090768.1","HSALNG0039540","ELH001998","N.A.","N.A.","N.A.","1406",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","1255085","1255285","-","0","1","0","0"
"NONHSAG089928.1","HSALNG0039543","ELH002003","N.A.","N.A.","N.A.","1407",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","1295161","1296835","+","0","1","0","0"
"NONHSAG040179.2","HSALNG0041149","ELH002061","N.A.","N.A.","ENSG00000248969.1","1408",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","35675954","35860399","-","0","1","0","0"
"NONHSAG040188.2","HSALNG0041181","ELH002062","N.A.","N.A.","N.A.","1409",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","36194822","36219691","-","0","1","0","0"
"N.A.","HSALNG0042406","ELH002083","N.A.","N.A.","N.A.","1410",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","68235333","68316166","-","0","1","0","0"
"N.A.","HSALNG0042407","ELH002084","N.A.","N.A.","N.A.","1411",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","68278860","68319937","-","0","1","0","0"
"NONHSAG091025.1","HSALNG0042440","ELH002085","N.A.","N.A.","N.A.","1412",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","68995440","69125539","-","0","1","0","0"
"NONHSAG040601.3","HSALNG0042447","ELH002087","N.A.","N.A.","ENSG00000248664.1","1413",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","69113112","69166937","-","0","1","0","0"
"N.A.","HSALNG0042694","ELH002092","N.A.","N.A.","N.A.","1414",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","74682891","74685118","-","0","1","0","0"
"NONHSAG040729.2","HSALNG0042697","ELH002093","N.A.","N.A.","N.A.","1415",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","74718292","74718971","+","0","1","0","0"
"N.A.","HSALNG0043002","ELH002097","N.A.","N.A.","N.A.","1416",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","80654360","80665353","+","0","1","0","0"
"NONHSAG090297.1","HSALNG0043004","ELH002098","N.A.","N.A.","N.A.","1417",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","80761561","80768946","+","0","1","0","0"
"NONHSAG040909.2","HSALNG0043145","ELH002101","N.A.","VCAN-AS1","ENSG00000249835.2","1418",,"105379054","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","83513481","83582047","-","0","1","0","0"
"NONHSAG090323.1","HSALNG0043287","ELH002104","N.A.","N.A.","N.A.","1419",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","87155904","87283772","+","0","1","0","0"
"N.A.","HSALNG0043295","ELH002106","N.A.","N.A.","N.A.","1420",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","87372219","87376386","-","0","1","0","0"
"NONHSAG041256.2","HSALNG0044175","ELH001991","N.A.","N.A.","N.A.","1421",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","112707621","112775653","+","0","1","0","0"
"N.A.","HSALNG0044176","ELH001992","N.A.","N.A.","N.A.","1422",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","112731309","112813837","-","0","1","0","0"
"N.A.","HSALNG0044727","ELH001999","N.A.","N.A.","N.A.","1423",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","128259787","128274472","+","0","1","0","0"
"NONHSAG041480.2","HSALNG0044728","ELH002000","N.A.","N.A.","N.A.","1424",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","128320231","128366423","+","0","1","0","0"
"N.A.","HSALNG0044729","ELH002002","N.A.","N.A.","N.A.","1425",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","128444858","128447989","+","0","1","0","0"
"N.A.","HSALNG0044863","ELH002005","N.A.","N.A.","N.A.","1426",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","132595154","132600107","+","0","1","0","0"
"NONHSAG041529.2","HSALNG0044864","ELH002007","N.A.","TH2LCRR","ENSG00000223442.1","1427",,"101927761","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","132629341","132666458","-","0","1","0","0"
"NONHSAG041716.3","HSALNG0045294","ELH002015","N.A.","N.A.","N.A.","1428",,"100505636","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","140114420","140114769","-","0","1","0","0"
"NONHSAG041758.2","HSALNG0045377","ELH002017","N.A.","N.A.","ENSG00000280029.4","1429",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","141107368","141404734","-","0","1","0","0"
"NONHSAG041844.2","HSALNG0045612","ELH002019","N.A.","N.A.","ENSG00000251556.1","1430",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","146098324","146120413","+","0","1","0","0"
"NONHSAG041883.2","HSALNG0045716","ELH002022","N.A.","N.A.","N.A.","1431",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","148452495","148559987","+","0","1","0","0"
"NONHSAG091310.1","HSALNG0045789","ELH002023","N.A.","N.A.","N.A.","1432",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","149983059","149986193","-","0","1","0","0"
"NONHSAG041966.2","HSALNG0045906","ELH002028","N.A.","N.A.","ENSG00000260581.1","1433",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","151253052","151705182","+","0","1","0","0"
"N.A.","HSALNG0046098","ELH002032","N.A.","N.A.","ENSG00000254246.1","1434",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","157070316","157114900","+","0","1","0","0"
"NONHSAG090634.2","HSALNG0046128","ELH002034","N.A.","N.A.","ENSG00000253519.1","1435",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","157565964","157577960","+","0","1","0","0"
"N.A.","HSALNG0046274","ELH002038","N.A.","N.A.","N.A.","1436",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","161302761","161522840","+","0","1","0","0"
"NONHSAG042138.2","HSALNG0046325","ELH002040","N.A.","HMMR-AS1","ENSG00000251018.2","1437",,"101927813","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","163482571","163494080","-","0","1","0","0"
"NONHSAG090697.1","HSALNG0046674","ELH002044","N.A.","N.A.","N.A.","1438",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr5","173176623","173255537","+","0","1","0","0"
"NONHSAG042724.2","HSALNG0047547","ELH002174","N.A.","N.A.","N.A.","1439",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","3000889","3022800","+","0","1","0","0"
"NONHSAG113123.1","HSALNG0047567","ELH002179","N.A.","N.A.","N.A.","1440",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","3104423","3118673","-","0","1","0","0"
"NONHSAG042957.3","HSALNG0047891","ELH002214","N.A.","N.A.","ENSG00000261189.1","1441",,"101928076","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","7539834","7544903","-","0","1","0","0"
"NONHSAG093064.2","HSALNG0048722","ELH002164","N.A.","N.A.","ENSG00000272462.3","1442",,"123706533","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","25992641","26271353","+","0","1","0","0"
"NONHSAG043229.2","HSALNG0048729","ELH002167","N.A.","N.A.","N.A.","1443",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","26087449","26095322","+","0","1","0","0"
"N.A.","HSALNG0049410","ELH002182","N.A.","N.A.","N.A.","1444",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","32472953","32589855","+","0","1","0","0"
"NONHSAG094091.1","HSALNG0049418","ELH002183","N.A.","N.A.","N.A.","1445",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","32569226","32586201","-","0","1","0","0"
"NONHSAG094148.2","HSALNG0049981","ELH002192","N.A.","N.A.","N.A.","1446",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","40878603","41106712","-","0","1","0","0"
"NONHSAG043770.3","HSALNG0050030","ELH002194","N.A.","FOXP4-AS1","ENSG00000234753.5","1447",,"101060264","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","41494042","41548670","-","0","1","0","0"
"NONHSAG043851.2","HSALNG0050286","ELH002198","N.A.","N.A.","N.A.","1448",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","44299472","44300772","+","0","1","0","0"
"NONHSAG093267.1","HSALNG0050595","ELH002203","N.A.","N.A.","N.A.","1449",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","52068808","52073134","+","0","1","0","0"
"NONHSAG044429.2","HSALNG0052167","ELH002224","N.A.","N.A.","N.A.","1450",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","98873934","98899346","-","0","1","0","0"
"NONHSAG044624.2","HSALNG0052830","ELH002122","N.A.","N.A.","ENSG00000237234.7","1451",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","112116000","112166476","+","0","1","0","0"
"N.A.","HSALNG0053052","ELH002125","N.A.","N.A.","N.A.","1452",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","117310756","117365094","+","0","1","0","0"
"N.A.","HSALNG0053091","ELH002127","N.A.","N.A.","N.A.","1453",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","118548313","118561847","+","0","1","0","0"
"N.A.","HSALNG0053159","ELH002129","N.A.","N.A.","N.A.","1454",,"N.A.","[ClinVar] Associated with variants in ClinVar.","Human","N.A.","chr6","121446863","121447122","-","0","1","0","0"
